"id","name","businessScope","licenseNum","addDate","lastDate","address","certificateCode","corpCode","description","econType","legalMan","provinces","sourceData","url","validTime","area_id","state","searchpath","money","regTime","startDate","endDate","updateDate","termStart","teamEnd","checkDate","authentication","govCode","city","apprDate","manageState","manageStateCN","moneyType","regNo","regOrganization","regOrganizationNum","assetsInvestment","email","legalManTel","tel","alias"
"959","宁波宏海建设集团有限公司","市政工程建设、工业与民用建筑、设备安装、建筑装饰、公路工程施工、水电安装、预制构件（凭资质）、地基处理、基础设施处理 、园林古建筑、绿化工程施工、环保排污。","913302267048550312","12/7/2016 17:03:01","22/5/2019 21:26:35","宁波市宁海县跃龙街道东海路51号",,"913302267048550312",,"有限责任公司(自然人投资或控股)","俞磊磊","浙江省","441003","暂无","9/9/9999","13",,"380x407x421x702x916x","51000000.00","22/5/1998",,,,,,,,,,"22/5/1998","1","存续","人民币","330226000015503","宁海县市场监督管理局","330226",,,,"0574-65560471",
"960","宁波建达起重设备安装有限公司",,"91330204793044563L","12/7/2016 17:03:02","25/5/2019 19:06:53","江东区兴宁路46号附楼二楼西侧",,"91330204793044563L",,"有限责任公司","袁斌","浙江省","438576","www.nbjd123.com",,"13",,"917x965x",,,,,,,,,,,,,,,,,,,,"zulin@jiangong.com.cn",,"0574-87636880",
"961","宁波飞龙空间结构有限公司","网架结构、钢结构、屋面与墙体、玻璃幕墙设计、制作、安装；房屋建筑工程、市政工程、建筑装修装饰工程、环保工程施工；金属门窗安装；板焊加工；高耸构筑物工程专业承包；集装箱制作及维修；金属路灯杆制作及维修；太阳能、风力新能源照明设施制作及安装；起重机械制造及安装（凭有效许可证件经营）；起重设备安装工程专业承包；汽车货运服务；自营和代理货物和技术的进出口，但国家限定经营或禁止进出口的货物和技术除外。","91330282144828544E","12/7/2016 17:03:04","28/5/2019 07:47:53","慈溪市慈东工业区",,"14482854-4",,"有限责任公司(自然人投资或控股)","徐银耀","浙江省","451317","http://www.kh010.com","30/1/2026","13",,"381x541x702x713x","15891000.00","31/1/1996",,,,,,,,,,"19/1/2016","1","存续","人民币","330282000099641","慈溪市市场监督管理局","330282",,,,"0574-63101975",
"962","宁波胜达高科智能系统工程有限公司","计算机机房、通讯机房、IDC机房、屏蔽机房的装修工程、机房监控系统工程、智能建筑系统工程、网络系统集成工程的设计、安装；计算机软硬件的开发、销售、维修、租赁及技术服务；电子产品及元件、电工器材、办公自动化设备、电子玩具、机电设备、仪器仪表、家用电器的批发、零售、维修、租赁服务。","913302015612553297","12/7/2016 17:03:05","26/5/2019 23:16:48","宁波高新区创苑路750号软件产业园001幢209室",,"56125532-9",,"有限责任公司(自然人投资或控股)","李阳","浙江省","451456","暂无","18/8/2030","13",,"700x","12000000.00","19/8/2010",,,,,,,,,,"19/8/2010","1","存续","人民币","330215000026464","宁波市市场监督管理局国家高新技术产业开发区（新材料科技城）分局","330215",,,,"0574-87273101",
"963","宁波市北仑兴南装潢工程有限公司","室内外装潢及设计；水电、钢结构及玻璃幕墙的安装；门窗的加工、安装。","91330206784345946J","12/7/2016 17:03:07","23/5/2019 12:56:37","小港街道湖芳村",,"78434594-6",,"有限责任公司(自然人投资或控股)","俞伟德","浙江省","451797","暂无",,"13",,"702x967x","2050000.00","16/3/2006",,,,,,,,,,"16/3/2006","1","存续","人民币","330206000118471","宁波市北仑区市场监督管理局","330206",,,,"0574-86197860",
"964","宁波伟业建设有限公司","房屋建筑工程、市政工程、水利水电工程、公路工程、园林绿化工程施工总承包、港口与航道工程、机电安装工程、房地产开发、地质灾害勘查、地质灾害防治工程施工、地基与基础工程、土石方工程、建筑装修装饰工程、建筑幕墙工程、建筑防水工程、钢结构工程、环保工程、城市及道路照明工程、体育场地设施工程、管道工程、桥梁工程、隧道工程专业承包。（凭相应资质经营）","91330226780423572D","12/7/2016 17:03:08","22/5/2019 21:28:12","宁海县越溪乡亭港工业区",,"91330226780423572D",,"有限责任公司(自然人投资或控股)","王能良","浙江省","440986","暂无",,"13",,"380x393x408x421x702x958x1028x","65800000.00","4/11/2005",,,,,,,,,,"4/11/2005","1","存续","人民币","330226000013624","宁海县市场监督管理局","330226",,,,,
"965","温州卫视网络工程有限公司","信息网络工程、多媒体电子技术工程、安全防范工程、建筑智能化系统的安装；节能产品的安装。","913303007125101729","12/7/2016 17:03:09","28/4/2019 14:10:59","温州市鹿城区龙方工业区方工路5号1201室",,"71251017-2",,"有限责任公司(自然人投资或控股)","王丹","浙江省","451862","暂无",,"13",,"700x","3600000.00","10/12/1998",,,,,,,,,,"10/12/1998","1","存续","人民币","330300000048997","温州市鹿城区市场监督管理局","330302",,,,"0577-88639555",
"967","嘉兴市华晨水利工程有限公司","水利工程、房屋建筑工程、市政公用工程、建筑装修装饰工程、园林绿化工程、环保工程的施工；河道保洁；物业管理；保洁服务；垃圾清运。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","91330402693864337Q","12/7/2016 17:03:12","28/5/2019 04:14:25","浙江省嘉兴市南湖区七星街道工业园区泗花泾路211号1号楼",,"69386433-7",,"有限责任公司(自然人投资或控股)","倪惠根","浙江省","452088","暂无","9/9/2029","13",,"381x393x408x702x1028x1044x1404x","20190000.00","10/9/2009",,,,,,,,,,"10/9/2009","1","存续","人民币","330402000049508","嘉兴市南湖区行政审批局","330402",,,,"0573-83593982",
"968","绍兴市经纬建筑装潢有限公司","建筑装潢服务；零售：装潢材料；加工：家具、门窗、窗帘布。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","91330600254737010R","12/7/2016 17:03:13","5/4/2019 06:43:29","浙江省绍兴市越城区皋埠镇朱林路300号",,"25473701-0",,"有限责任公司(自然人投资或控股)","孙建军","浙江省","455329","http://210.12.219.18/jianguanfabuweb/company_details.aspx?corpid=lu%2bXmbANZM616figr8sSRSFiybXLZCPdpVZRlRTnYY0ph6XBcWICPULxmO0hRe6L1B2M2Y8AsgTpgAmY7PhCfhAAAAA%3d","9/9/9999","13",,"702x","15000000.00","26/8/1997",,,,,,,,,,"26/8/1997","1","存续","人民币","330600000102222","绍兴市越城区市场监督管理局","330602",,,,,
"969","嵊州市第二建筑工程有限公司","建筑、安装：市政工程、预制构件、装修、装饰、基础工程、水电安装。","91330683146394567M","12/7/2016 17:03:15","28/5/2019 14:06:46","嵊州市剡湖街道官河路178号",,"91330683146394567M",,"有限责任公司(自然人投资或控股)","袁玉平","浙江省","451308","暂无","9/9/2021","13",,"380x702x916x919x1044x","25000000.00","10/9/2001",,,,,,,,,,"10/9/2001","1","存续","人民币","330683000085701","嵊州市市场监督管理局","330683",,,,"0575-83026531",
"970","绍兴中墟园林建设有限公司","园林绿化养护、园林绿化工程设计、施工；建筑装潢工程设计、施工；市政工程设计、施工；房屋拆除；地质灾害治理工程施工。","913306020513173822","12/7/2016 17:03:16","1/4/2019 14:02:34","绍兴市越城区灵芝镇青甸湖旁",,"05131738-2",,"有限责任公司(自然人投资或控股)","吴智伟","浙江省","453246","http://210.12.219.18/jianguanfabuweb/company_details.aspx?corpid=lu%2bXmbANZM616figr8sSRSFiybXLZCPdpVZRlRTnYY2a0NKl04g3cvFlBHQ%2fIFSl1B2M2Y8AsgTpgAmY7PhCfhAAAAA%3d","10/8/2032","13",,"702x","6080000.00","1/8/2012",,,,,,,,,,"1/8/2012","1","存续","人民币","330600000151011","绍兴市越城区市场监督管理局","330602",,,,,
"971","绍兴宇达建设工程有限公司","市政工程、园林工程、绿化工程、桥梁工程、钢结构工程、建筑机械设备租赁、建筑用周转材料租赁。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","91330600307325926K","12/7/2016 17:03:17","27/4/2019 16:48:22","绍兴滨海新城沥海工业区",,"30732592-6",,"有限责任公司(自然人投资或控股)","宋立煌","浙江省","453467","暂无","26/7/2026","13",,"407x","20000000.00","27/7/2006",,,,,,,,,,"27/7/2006","1","存续","人民币","330600000189964","绍兴市市场监督管理局","330600",,,,,
"972","浙江中特建设有限公司","房屋建筑工程、市政公用工程、建筑装修装饰工程设计与施工、园林古建筑工程、机电设备安装工程、公路桥梁工程、电信工程、土石方工程、建筑防水工程、城市及道路照明工程、建筑智能化工程；铝合金门窗制作安装；建筑机具租赁；货物及技术进出口业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","91330783792054444Q","12/7/2016 17:03:19","28/5/2019 19:26:56","浙江省东阳市艺海北路18号",,"91330783792054444Q",,"有限责任公司（自然人投资或控股的法人独资）","吕艳","浙江省","455050","暂无","30/7/2036","13",,"380x408x421x702x707x1044x1404x","30080000.00","31/7/2006",,,,,,,,,,"31/7/2006","1","存续","人民币","330783000002862","东阳市市场监督管理局","330783",,,,"18042027709",
"973","浙江英策电力工程有限公司","电力工程设计、电力工程施工总承包、房屋建筑工程、机电设备安装工程专业承包、送变电工程专业承包、建筑智能化工程专业承包、电子工程专业承包、城市及道路照明工程专业承包（以上凭有效资质证书经营）；电力设备、计算机、软件、仪器仪表销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","91330802579320723K","12/7/2016 17:03:20","29/5/2019 09:58:27","浙江省衢州市荷三路143号201室",,"57932072-3",,"有限责任公司(自然人投资或控股)","郑仕林","浙江省","453736","www.zjycdlgc.com","9/9/9999","13",,"421x700x707x1017x","50000000.00","18/7/2011",,,,,,,,,,"18/7/2011","1","存续","人民币","330800000054867","衢州市柯城区市场监督管理局","330802",,"71968348@qq.com",,"0570-3081680",
"974","衢州市宇创数码科技有限公司","安全技术防范系统、智能一卡通，电脑网络系统设计安装及维护、电子工程专业承包、建筑智能化工程专业承包（以上范围凡涉及许可证、资质证书的凭证经营）；其他无须报经审批的一切合法项目。","91330802735253156X","12/7/2016 17:03:21","28/4/2019 19:25:26","衢州市裕丰花园33幢301室",,"73525315-6",,"有限责任公司(自然人投资或控股)","吴卫红","浙江省","453798","暂无","31/3/2022","13",,"700x1380x","3000000.00","15/1/2002",,,,,,,,,,"15/1/2002","1","存续","人民币","330800000038585","衢州市柯城区市场监督管理局","330802",,"391850998@qq.com",,"0570-3083900",
"975","浙江东港科技发展有限公司","信息系统集成；建筑智能化系统；弱电系统、安防系统设计、安装、维护、咨询服务；电子计算机、软硬件、电子产品销售。","91331002761339535E","12/7/2016 17:03:22","26/4/2019 01:09:37","台州经济开发区纬五路135号",,"76133953-5",,"有限责任公司(自然人投资或控股)","张智华","浙江省","454900","暂无","8/5/2024","13",,"700x","10800000.00","8/5/2004",,,,,,,,,,"8/5/2004","1","存续","人民币","331002000022525","台州市椒江区市场监督管理局","331002",,"tzdgkj@126.com",,"0576-89089009",
"977","象山景业建筑劳务有限公司","建筑劳务分包服务。","91330225551145070U","12/7/2016 17:03:25","28/4/2019 14:12:03","浙江省象山县丹东街道新华路205弄17-23号",,"91330225551145070U",,"有限责任公司(自然人投资或控股)","沈丽裕","浙江省","430252","暂无","5/4/2020","13",,"1030x","500000.00","6/4/2010",,,,,,,,,,"6/4/2010","1","存续","人民币","330225000051575","象山县市场监督管理局","330225",,"479135240@qq.com",,"0574-65778317",
"978","宁波嘉南市政园林有限公司","市政工程、园林绿化工程、房屋建筑工程、室内外装饰工程、防腐保温工程、消防设施安装工程、给排水工程、水利工程、公路工程、环保工程、土石方工程、地基处理工程、体育场设施工程、城市照明工程的施工。","91330206567000554K","12/7/2016 17:03:27","28/5/2019 21:17:50","北仑区新碶街道新大路367号728室",,"91330206567000554K",,"有限责任公司(自然人投资或控股)","瞿恩桂","浙江省","430267","暂无","13/12/2020","13",,"408x","46080000.00","14/12/2010",,,,,,,,,,"14/12/2010","1","存续","人民币","330206000106247","宁波市北仑区市场监督管理局","330206",,"196358280@qq.com",,"0574-86832239",
"979","慈溪市天圆混凝土有限公司","汽车普通货运（在许可证件有效期内经营）。  预拌混凝土加工、批发、零售；建筑设备租赁。","91330282756258431Q","12/7/2016 17:03:31","26/4/2019 02:17:29","慈溪市横河镇石堰村王梁",,"91330282756258431Q",,"有限责任公司(自然人投资或控股)","方光辉","浙江省","438379","暂无","19/11/2023","13",,"920x","25000000.00","20/11/2003",,,,,,,,,,"20/11/2003","1","存续","人民币","330282000006270","慈溪市市场监督管理局","330282",,"tyhntgs@163.com",,"0574-63258022",
"980","宁波市永旺建筑劳务有限公司","国内建筑劳务、地基与基础工程施工、室内外装饰、园林绿化、钢结构工程施工、房屋拆除。","91330204688033280Y","12/7/2016 17:03:32","28/5/2019 02:51:58","宁波市江东区姚隘路948弄1号（2-2）-（2-5）",,"91330204688033280Y",,"有限责任公司(自然人投资或控股)","叶云明","浙江省","446304","暂无","30/5/2019","13",,"965x","50000000.00","31/5/2009",,,,,,,,,,"31/5/2009","1","存续","人民币","330204000045224","宁波市鄞州区市场监督管理局","330227",,,,"13805890739",
"981","余姚市宏宇输变电工程有限公司","承装（承修、承试）电力设施；110KV及以下电压等级电力设施的勘察设计、安装施工、检修试验、运行维护；电气工程咨询设计及技术服务；信息系统运维、用电数据维护；房屋建筑工程施工总承包；对供电系统集体资产的经营管理；房屋出租；机械设备租赁；物业服务；绿化养护；电力物资、金属材料、办公自动化设备、五金交电、建筑装潢材料、电气机械及器材、仪器仪表、塑料原料、农副产品、家用电器、百货的批发、零售；食品经营：食品销售；室内装潢的服务；工程招标代理；电气成套设备及附件加工、批发、零售；塑料制品的制造、加工；电费代收；售电业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","913302817301640740","12/7/2016 17:03:33","25/4/2019 21:38:30","浙江省余姚市银翔路8号",,"913302817301640740",,"有限责任公司（非自然人投资或控股的法人独资）","郑海良","浙江省","439883","暂无",,"13",,"381x396x700x707x1017x1368x1374x1380x","51577000.00","7/8/2001",,,,,,,,,,"7/8/2001","1","存续","人民币","330281000174276","余姚市市场监督管理局","330281",,,,"0574-51090777",
"982","余姚亿拓建筑材料有限公司","商品混凝土的制造、加工；新型建筑材料、金属材料、沙石的批发、零售。","9133028158746177X6","12/7/2016 17:03:35","28/5/2019 01:55:32","余姚市马渚镇开元路38号",,"9133028158746177X6",,"有限责任公司(自然人投资或控股)","刘建兴","浙江省","440021","http://210.12.219.18/jianguanfabuweb/company_details.aspx?corpid=lu%2bXmbANZM616figr8sSRSFiybXLZCPdpVZRlRTnYY1NVyc9iW9uGsQwKN2POfjZ1B2M2Y8AsgTpgAmY7PhCfhAAAAA%3d",,"13",,"346x","18000000.00","28/12/2011",,,,,,,,,,"28/12/2011","1","存续","人民币","330281000214775","余姚市市场监督管理局","330281",,,,,
"983","宁波宏臻建筑劳务有限公司","建筑劳务服务及信息咨询服务；建筑工程施工；建筑工程预算编制、审核；机械设备租赁；建筑材料的批发、零售；保洁服务；展览展示服务；企业形象策划。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","91330205591559139H","12/7/2016 17:03:36","28/5/2019 08:09:49","浙江省宁波市江北区人民路645弄312号16-2室",,"91330205591559139H",,"有限责任公司(自然人投资或控股)","祝红军","浙江省","440153","暂无","11/3/2022","13",,"965x","10500000.00","12/3/2012",,,,,,,,,,"12/3/2012","1","存续","人民币","330205000083994","宁波市江北区市场监督管理局","330205",,"3085525889@qq.com",,"0574-27685289",
"984","宁波汇昌劳务有限公司","提供建筑劳务服务。","913302055839757149","12/7/2016 17:03:37","25/4/2019 05:47:30","宁波市江北区康桥南路555号",,"913302055839757149",,"有限责任公司(自然人投资或控股)","章晓军","浙江省","440548","暂无",,"13",,"1030x","6000000.00","26/10/2011",,,,,,,,,,"26/10/2011","1","存续","人民币","330205000080196","宁波市江北区市场监督管理局","330205",,"397666085@qq.com",,"13905746345",
"985","宁波市奉建建筑劳务有限公司","建筑劳务服务；建筑施工机械、建筑材料、钢管钢模批发、零售、租赁。","91330283665551915K","12/7/2016 17:03:39","25/5/2019 16:14:03","浙江省宁波市奉化区锦屏街道南山路19号",,"91330283665551915K",,"有限责任公司(自然人独资)","胡刚","浙江省","440736","暂无","24/7/2027","13",,"965x","1500000.00","25/7/2007",,,,,,,,,,"25/7/2007","1","存续","人民币","330283000001585","宁波市奉化区市场监督管理局","330283",,"1792899446@qq.com",,"0574-88973219",
"986","重庆润亨建筑工程有限公司","城市园林绿化施工叁级；园林景观规划设计丙级；市政公用工程施工总承包叁级（按资质证核定的期限从事经营）；从事建筑相关业务（须经审批的经营项目，取得审批后方可从事经营）；设计、制作、代理、发布国内外广告（法律、法规禁止的不得经营；法律、法规限制的取得许可或审批后方可经营）；销售：绿化植物（不含林木种子生产、经营）、建筑材料（不含危险化学品）。『以上范围法律、法规、国务院决定禁止经营的不得经营；法律、法规、国务院决定规定应经审批而未获审批前不得经营』★★","9150010332773855XM","12/7/2016 17:03:40","27/5/2019 05:31:27","重庆市渝中区长江二路3号附1号20-4#",,"32773855-X",,"有限责任公司","付洪霞","重庆市","442650","http://210.12.219.18/jianguanfabuweb/company_details.aspx?corpid=lu%2bXmbANZM616figr8sSRSFiybXLZCPdpVZRlRTnYY3kItW7dFch2MBh2TJ0qF%2f71B2M2Y8AsgTpgAmY7PhCfhAAAAA%3d",,"5",,"381x408x421x715x964x","20000000.00","25/12/2014",,,,,,,,,,"25/12/2014","1","存续(在营、开业、在册)",,"500103007625821","重庆市工商行政管理局渝中区分局","500103",,,,,
"987","重庆旭奔建筑劳务有限公司","从事建筑劳务相关业务（凭资质证书执业）；销售：建材(不含危险化学品和木材)、五金交电、管道、钢材、建筑防水材料、保温隔热材料、工程机械设备及配件；土石方工程施工（凭资质证书执业）；道路货运（须取得相关行政许可或审批后方可从事经营）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）**","91500102552045039Q","12/7/2016 17:03:41","25/4/2019 08:46:27","重庆市涪陵区焦石镇焦石大道102号208室（政府办公楼）",,"91500102552045039Q",,"有限责任公司","喻泽","重庆市","444131","暂无",,"5",,"1030x","60000000.00","7/4/2010",,,,,,,,,,"7/4/2010","1","存续(在营、开业、在册)",,"500102000024793","重庆市工商行政管理局涪陵区分局","500102",,"85676669@qq.com",,"15123122583",
"988","重庆祁欣劳务有限公司","从事建筑相关业务（取得相关行政许可后方可执业）；销售：建筑材料（不含化危品）、装饰材料（不含化危品）。**【依法须经批准的项目，经相关部门批准后方可开展经营活动】","91500119091248000J","12/7/2016 17:03:43","27/5/2019 02:39:40","重庆市南川区东城街道办事处黄泥居委一社",,"91500119091248000J",,"有限责任公司","杨千元","重庆市","443374","暂无",,"5",,"965x","20000000.00","4/3/2014",,,,,,,,,,"4/3/2014","1","存续(在营、开业、在册)",,"500107000459555","重庆市工商行政管理局南川区分局","500384",,,,"13709418302",
"989","重庆市合川区弘凯劳务有限公司","混凝土作业劳务分包资质，木工作业劳务分包壹级，砌筑作业劳务分包壹级，抹灰作业劳务分包资质，钢筋作业劳务分包壹级，模板作业劳务分包壹级，焊接作业劳务分包壹级，脚手架作业劳务分包贰级（按建筑业企业资质证核定事项经营）；建筑工程设备租赁。*","91500117671014905Y","12/7/2016 17:03:44","27/5/2019 12:39:28","重庆市合川区合阳城嘉滨路168号2幢11-1号",,"91500117671014905Y",,"有限责任公司(自然人独资)","严魁泗","重庆市","445414","暂无",,"5",,"965x","2000000.00","14/1/2008",,,,,,,,,,"14/1/2008","1","存续(在营、开业、在册)",,"500382000005007","重庆市工商行政管理局合川区分局","500382",,,,"18386416664",
"990","重庆市卓雅建筑劳务有限公司","从事建筑劳务相关业务（凭资质证书执业）。【依法须经批准的项目，经相关部门批准后方可开展经营活动】★★★★★","91500226091224092Y","12/7/2016 17:03:45","28/5/2019 07:00:05","重庆市荣昌区昌元街道海棠七支路70号",,"91500226091224092Y",,"有限责任公司","刘廷文","重庆市","446512","暂无",,"5",,"965x","1000000.00","18/2/2014",,,,,,,,,,"18/2/2014","1","存续(在营、开业、在册)",,"500102000435962","重庆市工商行政管理局荣昌区分局","500226",,"315344823@qq.com",,"18225237989",
"991","安徽新桥建设工程有限公司","建筑工程施工总承包、市政公用工程施工总承包、公路工程施工总承包、水利水电工程施工总承包、电力工程施工总承包、通信工程施工总承包、机电工程施工总承包、地基基础工程专业承包、消防设施工程专业承包、钢结构工程专业承包、建筑装修工程专业承包；建筑劳务分包；企业管理咨询服务；园林绿化景观工程、仿古建筑工程、环保工程，防水防腐保温工程、城市照明工程、电子与智能化工程；建材销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","913401007998417235","12/7/2016 17:03:46","29/5/2019 08:24:50","合肥市蜀山区翡翠路1599号福斯中心21层",,"913401007998417235",,"有限责任公司(自然人投资或控股)","张英忠","安徽省","451908","暂无","3/4/2037","14",,"379x408x701x1866x","120000000.00","9/4/2007",,,,,,,,,,"9/4/2007","1","存续（在营、开业、在册）",,"340100000159323","合肥市工商行政管理局","340100",,"281813100@qq.conn",,"0551-65310302",
"992","安徽省南方建设集团有限公司","公路工程、市政工程、地基与基础工程、土石方工程、水利工程、建筑安装工程、室内外装潢工程、园林绿化工程施工；房地产开发。","91341802748910215Y","12/7/2016 17:03:48","28/4/2019 18:44:31","安徽省宣城市宣州区沈村镇",,"91341802748910215Y",,"有限责任公司(自然人投资或控股)","马敬民","安徽省","437639","暂无",,"14",,"381x384x408x1404x","31680000.00","8/4/2003",,,,,,,,,,"8/4/2003","1","存续（在营、开业、在册）",,"342500000003582","宣城市宣州区市场监督管理局","341802",,"1976177355@qq.com",,"13966215308",
"993","六安市宏伟建筑设备有限公司","塔式起重机、施工升降机、搅拌机、井架等机械设备的生产、销售、租赁、装卸及维修。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","91341502580107305A","12/7/2016 17:03:52","5/5/2019 17:41:43","六安集中示范园区胜利南路",,"91341502580107305A",,"有限责任公司(自然人投资或控股)","梁朝柱","安徽省","438310","http://210.12.219.18/jianguanfabuweb/company_details.aspx?corpid=lu%2bXmbANZM616figr8sSRSFiybXLZCPdpVZRlRTnYY0UElVnSGc%2b77ZNvMAzgLSB1B2M2Y8AsgTpgAmY7PhCfhAAAAA%3d",,"14",,"919x","15000000.00","26/7/2011",,,,,,,,,,"7/7/2017","1","存续（在营、开业、在册）",,"341502000017260","六安市金安区市场监督管理局","341502",,,,,
"994","北京中航翔天建筑装饰工程有限公司","专业承包；家居装饰；装饰设计；园林绿化服务。（企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）","91110101685121947U","12/7/2016 17:03:53","30/5/2019 04:47:37","北京市东城区青年湖西里4号楼院4A楼(住宅楼)",,"68512194-7",,"其他有限责任公司","石周","北京市",,"暂无","8/2/2039","3",,"702x","5000000.00","9/2/2009",,,,,,,,,,"9/2/2009","3","注销","人民币","110101011627364","北京市工商行政管理局东城分局","110101",,"m13621276825_1@163.com",,"010-58354499",
"995","北京怀建混凝土有限责任公司","混凝土、混合料的搅拌；普通货运；货物专用运输（罐式）；土木工程建筑施工；房地产开发（未取得专项许可的除外）；租赁建筑工程机械、建筑工程设备；出租商业用房。（企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）","91110116721481094Q","12/7/2016 17:03:55","25/5/2019 23:51:53","北京市怀柔区庙城镇李两河村151号",,"72148109-4",,"有限责任公司(自然人投资或控股)","彭明祥","北京市",,"暂无","17/5/2020","3",,"346x","20000000.00","18/5/2000",,,,,,,,,,"18/5/2000","1","开业","人民币","110116001343731","北京市工商行政管理局怀柔分局","110116",,"hjhnt@sohu.com",,"010-60699457",
"996","福建泉州市二建工程有限公司","房屋建筑工程施工、市政公用工程施工、土石方工程、地基与基础工程、园林古建筑工程、消防设施工程、钢结构工程、公路工程施工、水利水电工程施工、城市园林绿化施工、建筑防水工程、建筑装饰装修工程的设计与施工、建筑智能化工程、建筑幕墙工程设计与施工；建筑劳务分包；建筑工程项目管理；销售建材（不含危险化学品）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","913505031561824028","12/7/2016 17:03:55","25/4/2019 21:27:02","泉州市崇福路７１号",,"15618240-2",,"有限责任公司(自然人投资或控股)","蔡宇斌","福建省","441872","http://www.fjqzej.com",,"15",,"379x407x702x708x710x714x914x","105670000.00","12/9/1989",,,,,,,,,,"12/9/1989","1","存续（在营、开业、在册）","人民币","350503100016205","泉州市工商行政管理局丰泽分局","350503",,"1024082321@qq.com",,"0595-22760161",
"997","福建财兆新建筑劳务有限公司","建筑劳务分包；房屋建筑工程、土木工程、建筑安装工程、建筑装修装饰工程、市政工程、路桥建筑工程、园林绿化工程、城市照明工程、钢结构工程、土石方工程、体育场地设施工程、水电安装工程、水利工程、消防设施工程、机电设备安装工程、建筑智能化工程、建筑幕墙工程的设计与施工；建筑材料、装饰装修材料、包装材料、钢材、化工产品、五金交电、灯具、太阳能产品、机电设备及配件、日用百货、电子产品、办公设备、体育用品、木制品、家具、玻璃制品、塑料制品的批发代购代销。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","91350100MA3472J867","12/7/2016 17:03:56","25/4/2019 17:21:22","福建省福州市鼓楼区园垱街73号4号楼304",,"MA3472J8-6",,"有限责任公司(自然人独资)","陈兆铭","福建省","441298","暂无","29/3/2066","15",,,"50000000.00","30/3/2016",,,,,,,,,,"30/3/2016","1","存续（在营、开业、在册）","人民币","350100100515653","福州市市场监督管理局","350100",,,,"15880073377",
"998","甘肃天宇装饰设计工程有限公司","可承担单位工程造价1500万元以下建筑（包括车、船、飞机）的室内外装饰工程的设计和施工。","916200002243441794","12/7/2016 17:03:58","21/5/2019 10:35:55","甘肃省兰州市城关区北滨河东路56号",,"22434417-9",,"有限责任公司（非自然人投资或控股的法人独资）","肖凌燕","甘肃省","437306","暂无",,"27",,"702x","3950000.00","23/10/1993",,,,,,,,,,"28/5/2018","1","存续（在营、开业、在册）","人民币","620000100003748","甘肃省工商行政管理局","620000",,"1030976043@qq.com",,"0931-2115128","甘肃天宇装饰设计工程公司"
"999","平凉市良友建筑装饰设计工程有限责任公司","可承担单位工程造价2000万元及以下建筑工程，室内、室外装饰装修工程，市政工程，地基与基础工程（建筑幕墙工程除外）的设计、施工；广告工程，给排水及暖通工程，电照安装工程的设计、施工；安防工程，防水工程，环保工程，园林绿化工程，钢结构工程，门窗工程，外墙保温及清洗工程，办公自动化设备及楼宇监控系统安装工程的设计与施工，建筑装饰安装劳务服务 ；建筑及装饰材料、设备及机械租赁、五金交电、金属材料、管道配件的批发与零售（上述经营范围中国家法律法规规定需审批的经营项目，经相关部门批准后凭有效许可证方可开展经营活动）***","916208007202929969","12/7/2016 17:03:59","27/4/2019 16:54:37","甘肃省平凉市崆峒区红旗街48号",,"72029299-6",,"有限责任公司(自然人投资或控股)","苟玉祥","甘肃省","437444","暂无","2/12/2021","27",,"702x","5000000.00","27/8/2003",,,,,,,,,,"3/12/2001","1","存续（在营、开业、在册）","人民币","620800000002882","平凉市工商行政管理局","620800",,"839003862@qq.com",,"15809335388",
"1000","酒泉顺凯建筑彩钢门窗装饰有限公司","钢结构、网架工程安装及施工，各类建筑金属门窗、铝合金门窗加工销售，玻璃幕墙、PVC塑料门窗加工、销售，室内外建筑装修工程及施工、外墙保温、地热工程（以上经营凭有效期内的资质证书经营），建筑材料、五金配件销售。**","916209026860952188","12/7/2016 17:04:00","25/4/2019 18:22:03","酒泉市肃州区解放路（酒火路4公里处）",,"68609521-8",,"有限责任公司(自然人投资或控股)","茹俊伍","甘肃省","438362","暂无","4/6/2029","27",,"702x715x","3188900.00","5/6/2009",,,,,,,,,,"5/6/2009","1","存续（在营、开业、在册）","人民币","620902200004929","肃州区工商行政管理局","620902",,"1027157178@QQ.com",,"0937-2689000",
